Sig_day,Sig_time,Validated,Val_day,Val_time,Label,is_covid,Method,Person,Start_time,sig_day_time,val_day_time
06/11/2020,11:00:00,no,06/11/2020,16:03:00,Topic 1,no,epitweetr,EI expert 2,16:00:00,06/11/2020 11:00,06/11/2020 16:03
18/10/2020,22:00:00,yes,19/10/2020,10:58:00,Topic 10,yes,epitweetr,EI expert 1,10:50:00,18/10/2020 22:00,19/10/2020 10:58
23/10/2020,09:25:00,yes,23/10/2020,09:35:00,Topic 10,yes,Twitter,EI expert 1,09:30:00,23/10/2020 09:25,23/10/2020 09:35
26/10/2020,09:24:00,yes,26/10/2020,09:59:00,Topic 10,yes,Twitter,EI expert 1,09:45:00,26/10/2020 09:24,26/10/2020 09:59
16/11/2020,23:00:00,yes,17/11/2020,09:06:00,Topic 10,no,epitweetr,EI expert 2,09:00:00,16/11/2020 23:00,17/11/2020 09:06
28/10/2020,03:00:00,no,28/10/2020,09:15:00,Topic 11,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:15
03/11/2020,09:18:00,yes,03/11/2020,09:57:00,Topic 11,yes,Twitter,EI expert 2,09:45:00,03/11/2020 09:18,03/11/2020 09:57
23/11/2020,14:18:00,yes,23/11/2020,14:54:00,Topic 11,yes,Twitter,EI expert 2,14:45:00,23/11/2020 14:18,23/11/2020 14:54
04/11/2020,23:00:00,yes,05/11/2020,09:10:00,Topic 12,no,epitweetr,EI expert 2,08:55:00,04/11/2020 23:00,05/11/2020 09:10
19/11/2020,15:34:00,yes,19/11/2020,16:24:00,Topic 12,yes,Twitter,EI expert 2,16:10:00,19/11/2020 15:34,19/11/2020 16:24
09/11/2020,08:17:00,yes,09/11/2020,09:07:00,Topic 13,yes,Twitter,EI expert 2,08:55:00,09/11/2020 08:17,09/11/2020 09:07
09/11/2020,08:09:00,yes,09/11/2020,09:07:00,Topic 13,yes,Twitter,EI expert 2,08:55:00,09/11/2020 08:09,09/11/2020 09:07
10/11/2020,09:24:00,yes,10/11/2020,10:01:00,Topic 13,yes,Twitter,EI expert 2,09:48:00,10/11/2020 09:24,10/11/2020 10:01
12/11/2020,10:02:00,yes,12/11/2020,10:10:00,Topic 13,yes,Twitter,EI expert 2,10:05:00,12/11/2020 10:02,12/11/2020 10:10
12/11/2020,09:55:00,yes,12/11/2020,10:11:00,Topic 13,yes,Twitter,EI expert 2,10:05:00,12/11/2020 09:55,12/11/2020 10:11
18/11/2020,15:46:00,yes,18/11/2020,16:08:00,Topic 13,yes,Twitter,EI expert 2,16:00:00,18/11/2020 15:46,18/11/2020 16:08
25/11/2020,08:22:00,yes,25/11/2020,09:40:00,Topic 13,yes,Twitter,EI expert 1,09:30:00,25/11/2020 08:22,25/11/2020 09:40
28/10/2020,12:00:00,no,28/10/2020,15:15:00,Topic 13a,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 15:15
21/10/2020,19:00:00,no,22/10/2020,09:13:00,Topic 13b,no,epitweetr,EI expert 1,09:00:00,21/10/2020 19:00,22/10/2020 09:13
29/10/2020,12:00:00,no,29/10/2020,15:44:00,Topic 14,no,epitweetr,EI expert 1,15:40:00,29/10/2020 12:00,29/10/2020 15:44
29/10/2020,12:00:00,no,29/10/2020,15:44:00,Topic 14,no,epitweetr,EI expert 1,15:40:00,29/10/2020 12:00,29/10/2020 15:44
16/11/2020,14:30:00,yes,16/11/2020,15:30:00,Topic 14a,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:30,16/11/2020 15:30
02/11/2020,12:12:00,yes,02/11/2020,12:40:00,Topic 14b,yes,Twitter,EI expert 2,12:20:00,02/11/2020 12:12,02/11/2020 12:40
26/11/2020,09:45:00,yes,26/11/2020,10:22:00,Topic 14c,yes,Twitter,EI expert 1,10:10:00,26/11/2020 09:45,26/11/2020 10:22
04/11/2020,16:55:00,yes,04/11/2020,17:09:00,Topic 14d,yes,Twitter,EI expert 2,17:00:00,04/11/2020 16:55,04/11/2020 17:09
11/11/2020,11:00:00,yes,11/11/2020,16:03:00,Topic 14e,yes,epitweetr,EI expert 2,16:00:00,11/11/2020 11:00,11/11/2020 16:03
16/11/2020,08:15:00,yes,16/11/2020,09:10:00,Topic 14f,yes,Twitter,EI expert 2,09:05:00,16/11/2020 08:15,16/11/2020 09:10
04/11/2020,16:41:00,yes,04/11/2020,17:15:00,Topic 14g,yes,Twitter,EI expert 2,17:00:00,04/11/2020 16:41,04/11/2020 17:15
10/11/2020,15:05:00,yes,10/11/2020,15:46:00,Topic 14h,yes,Twitter,EI expert 2,15:35:00,10/11/2020 15:05,10/11/2020 15:46
17/11/2020,16:33:00,yes,17/11/2020,16:45:00,Topic 14i,yes,Twitter,EI expert 2,16:40:00,17/11/2020 16:33,17/11/2020 16:45
18/11/2020,07:58:00,yes,18/11/2020,09:05:00,Topic 14i,yes,Twitter,EI expert 2,09:00:00,18/11/2020 07:58,18/11/2020 09:05
26/10/2020,12:20:00,yes,26/10/2020,14:55:00,Topic 14j,yes,Twitter,EI expert 1,14:45:00,26/10/2020 12:20,26/10/2020 14:55
27/10/2020,03:00:00,yes,27/10/2020,08:16:00,Topic 14j,yes,epitweetr,EI expert 1,08:15:00,27/10/2020 03:00,27/10/2020 08:16
27/10/2020,15:10:00,yes,27/10/2020,15:17:00,Topic 14j,yes,Twitter,EI expert 1,15:15:00,27/10/2020 15:10,27/10/2020 15:17
02/11/2020,21:00:00,yes,02/11/2020,12:17:00,Topic 14j,yes,epitweetr,EI expert 2,12:00:00,02/11/2020 21:00,02/11/2020 12:17
03/11/2020,17:40:00,yes,03/11/2020,17:44:00,Topic 14j,yes,Twitter,EI expert 2,17:40:00,03/11/2020 17:40,03/11/2020 17:44
25/11/2020,17:10:00,yes,25/11/2020,17:40:00,Topic 14j,yes,Twitter,EI expert 1,17:30:00,25/11/2020 17:10,25/11/2020 17:40
05/11/2020,11:22:00,yes,05/11/2020,11:37:00,Topic 14k,yes,Twitter,EI expert 2,11:30:00,05/11/2020 11:22,05/11/2020 11:37
18/11/2020,12:00:00,yes,18/11/2020,16:37:00,Topic 14l,yes,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:37
20/10/2020,14:20:00,yes,20/10/2020,14:45:00,Topic 14m,yes,Twitter,EI expert 1,14:45:00,20/10/2020 14:20,20/10/2020 14:45
22/10/2020,21:07:00,yes,23/10/2020,09:44:00,Topic 14m,yes,Twitter,EI expert 1,09:30:00,22/10/2020 21:07,23/10/2020 09:44
23/10/2020,00:38:00,yes,23/10/2020,09:42:00,Topic 14m,yes,Twitter,EI expert 1,09:30:00,23/10/2020 00:38,23/10/2020 09:42
26/10/2020,09:30:00,yes,26/10/2020,09:55:00,Topic 14m,yes,Twitter,EI expert 1,09:45:00,26/10/2020 09:30,26/10/2020 09:55
26/10/2020,14:12:00,yes,26/10/2020,14:47:00,Topic 14m,yes,Twitter,EI expert 1,14:45:00,26/10/2020 14:12,26/10/2020 14:47
27/10/2020,07:10:00,yes,27/10/2020,09:10:00,Topic 14m,yes,Twitter,EI expert 1,09:00:00,27/10/2020 07:10,27/10/2020 09:10
29/10/2020,01:28:00,yes,29/10/2020,09:02:00,Topic 14m,yes,Twitter,EI expert 1,09:00:00,29/10/2020 01:28,29/10/2020 09:02
29/10/2020,14:04:00,yes,29/10/2020,14:45:00,Topic 14m,yes,Twitter,EI expert 1,14:45:00,29/10/2020 14:04,29/10/2020 14:45
02/11/2020,16:42:00,yes,02/11/2020,17:01:00,Topic 14m,yes,Twitter,EI expert 2,16:45:00,02/11/2020 16:42,02/11/2020 17:01
02/11/2020,12:00:00,no,02/11/2020,16:26:00,Topic 14n,yes,epitweetr,EI expert 2,16:20:00,02/11/2020 12:00,02/11/2020 16:26
03/11/2020,15:00:00,no,04/11/2020,09:37:00,Topic 14n,yes,epitweetr,EI expert 2,09:30:00,03/11/2020 15:00,04/11/2020 09:37
13/11/2020,09:30:00,yes,13/11/2020,09:50:00,Topic 15,yes,Twitter,EI expert 2,09:40:00,13/11/2020 09:30,13/11/2020 09:50
27/10/2020,12:00:00,no,27/10/2020,15:26:00,Topic 16,yes,epitweetr,EI expert 1,15:20:00,27/10/2020 12:00,27/10/2020 15:26
04/11/2020,16:30:00,yes,04/11/2020,17:16:00,Topic 17,yes,Twitter,EI expert 2,17:00:00,04/11/2020 16:30,04/11/2020 17:16
05/11/2020,11:29:00,yes,05/11/2020,11:33:00,Topic 17,yes,Twitter,EI expert 2,11:30:00,05/11/2020 11:29,05/11/2020 11:33
05/11/2020,11:29:00,yes,05/11/2020,11:37:00,Topic 17,yes,Twitter,EI expert 2,11:30:00,05/11/2020 11:29,05/11/2020 11:37
09/11/2020,07:46:00,yes,09/11/2020,09:10:00,Topic 17,yes,Twitter,EI expert 2,08:55:00,09/11/2020 07:46,09/11/2020 09:10
10/11/2020,09:02:00,yes,10/11/2020,10:02:00,Topic 17,yes,Twitter,EI expert 2,09:48:00,10/11/2020 09:02,10/11/2020 10:02
10/11/2020,14:55:00,yes,10/11/2020,15:50:00,Topic 17,yes,Twitter,EI expert 2,15:35:00,10/11/2020 14:55,10/11/2020 15:50
12/11/2020,08:26:00,yes,12/11/2020,10:17:00,Topic 17,yes,Twitter,EI expert 2,10:05:00,12/11/2020 08:26,12/11/2020 10:17
26/11/2020,16:40:00,yes,26/11/2020,17:15:00,Topic 17,yes,Twitter,EI expert 1,17:10:00,26/11/2020 16:40,26/11/2020 17:15
12/11/2020,11:00:00,yes,12/11/2020,16:30:00,Topic 18,yes,epitweetr,EI expert 2,16:30:00,12/11/2020 11:00,12/11/2020 16:30
27/10/2020,08:30:00,yes,27/10/2020,09:03:00,Topic 19,yes,Twitter,EI expert 1,09:00:00,27/10/2020 08:30,27/10/2020 09:03
02/11/2020,16:15:00,yes,02/11/2020,17:20:00,Topic 19,yes,Twitter,EI expert 2,16:45:00,02/11/2020 16:15,02/11/2020 17:20
09/11/2020,08:35:00,yes,09/11/2020,09:01:00,Topic 19,yes,Twitter,EI expert 2,08:55:00,09/11/2020 08:35,09/11/2020 09:01
10/11/2020,12:00:00,yes,10/11/2020,16:08:00,Topic 19,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:08
10/11/2020,12:00:00,yes,10/11/2020,16:08:00,Topic 19,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:08
10/11/2020,12:00:00,yes,10/11/2020,16:08:00,Topic 19,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:08
10/11/2020,12:00:00,yes,10/11/2020,16:08:00,Topic 19,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:08
10/11/2020,12:00:00,yes,10/11/2020,16:09:00,Topic 19,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:09
24/11/2020,09:58:00,yes,24/11/2020,10:34:00,Topic 2,no,Twitter,EI expert 2,10:30:00,24/11/2020 09:58,24/11/2020 10:34
24/11/2020,00:00:00,yes,24/11/2020,09:18:00,Topic 2,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:18
11/11/2020,11:00:00,yes,11/11/2020,16:01:00,Topic 20,yes,epitweetr,EI expert 2,16:00:00,11/11/2020 11:00,11/11/2020 16:01
19/11/2020,06:00:00,yes,19/11/2020,16:06:00,Topic 21,yes,epitweetr,EI expert 2,16:00:00,19/11/2020 06:00,19/11/2020 16:06
20/11/2020,11:00:00,yes,20/11/2020,16:03:00,Topic 21,yes,epitweetr,EI expert 2,16:00:00,20/11/2020 11:00,20/11/2020 16:03
27/11/2020,12:00:00,yes,27/11/2020,15:24:00,Topic 21,yes,epitweetr,EI expert 1,15:20:00,27/11/2020 12:00,27/11/2020 15:24
10/11/2020,15:00:00,yes,11/11/2020,10:40:00,Topic 22,yes,epitweetr,EI expert 2,10:30:00,10/11/2020 15:00,11/11/2020 10:40
19/10/2020,15:22:00,yes,19/10/2020,15:27:00,Topic 23,yes,Twitter,EI expert 1,15:30:00,19/10/2020 15:22,19/10/2020 15:27
20/10/2020,09:33:00,yes,20/10/2020,09:43:00,Topic 23,yes,Twitter,EI expert 1,09:45:00,20/10/2020 09:33,20/10/2020 09:43
29/10/2020,14:30:00,yes,29/10/2020,14:55:00,Topic 23,yes,Twitter,EI expert 1,14:45:00,29/10/2020 14:30,29/10/2020 14:55
02/11/2020,16:43:00,yes,02/11/2020,16:57:00,Topic 23,yes,Twitter,EI expert 2,16:45:00,02/11/2020 16:43,02/11/2020 16:57
02/11/2020,16:30:00,yes,02/11/2020,17:12:00,Topic 23,yes,Twitter,EI expert 2,16:45:00,02/11/2020 16:30,02/11/2020 17:12
02/11/2020,16:26:00,yes,02/11/2020,17:13:00,Topic 23,yes,Twitter,EI expert 2,16:45:00,02/11/2020 16:26,02/11/2020 17:13
02/11/2020,16:25:00,yes,02/11/2020,17:15:00,Topic 23,yes,Twitter,EI expert 2,16:45:00,02/11/2020 16:25,02/11/2020 17:15
02/11/2020,16:25:00,yes,02/11/2020,17:18:00,Topic 23,yes,Twitter,EI expert 2,16:45:00,02/11/2020 16:25,02/11/2020 17:18
03/11/2020,07:35:00,yes,03/11/2020,10:21:00,Topic 23,yes,Twitter,EI expert 2,09:45:00,03/11/2020 07:35,03/11/2020 10:21
03/11/2020,17:35:00,yes,03/11/2020,17:50:00,Topic 23,yes,Twitter,EI expert 2,17:40:00,03/11/2020 17:35,03/11/2020 17:50
05/11/2020,16:01:00,yes,05/11/2020,16:08:00,Topic 23,yes,Twitter,EI expert 2,16:05:00,05/11/2020 16:01,05/11/2020 16:08
10/11/2020,09:33:00,yes,10/11/2020,09:55:00,Topic 23,yes,Twitter,EI expert 2,09:48:00,10/11/2020 09:33,10/11/2020 09:55
10/11/2020,09:33:00,yes,10/11/2020,09:56:00,Topic 23,yes,Twitter,EI expert 2,09:48:00,10/11/2020 09:33,10/11/2020 09:56
16/11/2020,14:50:00,yes,16/11/2020,15:26:00,Topic 23,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:50,16/11/2020 15:26
16/11/2020,14:47:00,yes,16/11/2020,15:27:00,Topic 23,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:47,16/11/2020 15:27
23/11/2020,09:05:00,yes,23/11/2020,09:25:00,Topic 23,yes,Twitter,EI expert 2,09:15:00,23/11/2020 09:05,23/11/2020 09:25
27/11/2020,09:00:00,yes,27/11/2020,09:51:00,Topic 24,yes,Twitter,EI expert 1,09:30:00,27/11/2020 09:00,27/11/2020 09:51
29/10/2020,10:00:00,no,29/10/2020,15:51:00,Topic 25,yes,epitweetr,EI expert 1,15:40:00,29/10/2020 10:00,29/10/2020 15:51
02/11/2020,03:00:00,no,02/11/2020,16:35:00,Topic 25,yes,epitweetr,EI expert 2,16:20:00,02/11/2020 03:00,02/11/2020 16:35
02/11/2020,12:00:00,yes,02/11/2020,12:27:00,Topic 26,yes,Twitter,EI expert 2,12:20:00,02/11/2020 12:00,02/11/2020 12:27
26/11/2020,16:55:00,yes,26/11/2020,17:20:00,Topic 27,yes,Twitter,EI expert 1,17:10:00,26/11/2020 16:55,26/11/2020 17:20
18/10/2020,22:56:00,yes,19/10/2020,10:10:00,Topic 28,yes,Twitter,EI expert 1,10:00:00,18/10/2020 22:56,19/10/2020 10:10
05/10/2020,16:49:00,yes,22/10/2020,15:31:00,Topic 28,yes,Twitter,EI expert 1,15:20:00,05/10/2020 16:49,22/10/2020 15:31
24/10/2020,07:47:00,yes,27/10/2020,09:12:00,Topic 28,yes,Twitter,EI expert 1,09:00:00,24/10/2020 07:47,27/10/2020 09:12
29/10/2020,03:00:00,yes,29/10/2020,08:37:00,Topic 28,yes,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:37
02/11/2020,16:37:00,yes,02/11/2020,12:43:00,Topic 28,yes,Twitter,EI expert 2,12:20:00,02/11/2020 16:37,02/11/2020 12:43
02/11/2020,11:54:00,yes,02/11/2020,12:48:00,Topic 28,yes,Twitter,EI expert 2,12:20:00,02/11/2020 11:54,02/11/2020 12:48
03/11/2020,08:52:00,yes,03/11/2020,09:55:00,Topic 28,yes,Twitter,EI expert 2,09:45:00,03/11/2020 08:52,03/11/2020 09:55
20/10/2020,20:00:00,yes,21/10/2020,09:33:00,Topic 29,yes,epitweetr,EI expert 1,09:30:00,20/10/2020 20:00,21/10/2020 09:33
17/11/2020,12:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 12:00,17/11/2020 16:05
17/11/2020,12:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 12:00,17/11/2020 16:05
17/11/2020,12:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 12:00,17/11/2020 16:05
17/11/2020,12:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 12:00,17/11/2020 16:05
17/11/2020,08:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 08:00,17/11/2020 16:05
17/11/2020,09:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 09:00,17/11/2020 16:05
17/11/2020,05:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 05:00,17/11/2020 16:05
17/11/2020,05:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 05:00,17/11/2020 16:05
17/11/2020,12:00:00,yes,17/11/2020,16:05:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,17/11/2020 12:00,17/11/2020 16:05
18/11/2020,03:00:00,yes,18/11/2020,09:39:00,Topic 3,no,epitweetr,EI expert 2,09:37:00,18/11/2020 03:00,18/11/2020 09:39
18/11/2020,03:00:00,yes,18/11/2020,09:39:00,Topic 3,no,epitweetr,EI expert 2,09:37:00,18/11/2020 03:00,18/11/2020 09:39
18/11/2020,03:00:00,yes,18/11/2020,09:39:00,Topic 3,no,epitweetr,EI expert 2,09:37:00,18/11/2020 03:00,18/11/2020 09:39
18/11/2020,12:00:00,yes,18/11/2020,16:33:00,Topic 3,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:33
18/11/2020,12:00:00,yes,18/11/2020,16:33:00,Topic 3,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:33
18/11/2020,12:00:00,yes,18/11/2020,16:33:00,Topic 3,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:33
19/11/2020,11:00:00,yes,19/11/2020,16:04:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,19/11/2020 11:00,19/11/2020 16:04
19/11/2020,11:00:00,yes,19/11/2020,16:04:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,19/11/2020 11:00,19/11/2020 16:04
19/11/2020,11:00:00,yes,19/11/2020,16:04:00,Topic 3,no,epitweetr,EI expert 2,16:00:00,19/11/2020 11:00,19/11/2020 16:04
10/11/2020,06:00:00,yes,10/11/2020,16:03:00,Topic 30,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 06:00,10/11/2020 16:03
20/11/2020,09:20:00,yes,20/11/2020,09:30:00,Topic 30,yes,Twitter,EI expert 2,09:25:00,20/11/2020 09:20,20/11/2020 09:30
20/11/2020,09:20:00,yes,20/11/2020,09:33:00,Topic 30,yes,Twitter,EI expert 2,09:25:00,20/11/2020 09:20,20/11/2020 09:33
24/11/2020,15:03:00,yes,24/11/2020,16:30:00,Topic 30,yes,Twitter,EI expert 2,16:15:00,24/11/2020 15:03,24/11/2020 16:30
11/11/2020,09:38:00,yes,11/11/2020,10:15:00,Topic 31,yes,Twitter,EI expert 2,10:05:00,11/11/2020 09:38,11/11/2020 10:15
13/11/2020,09:32:00,yes,13/11/2020,09:47:00,Topic 31,yes,Twitter,EI expert 2,09:40:00,13/11/2020 09:32,13/11/2020 09:47
02/11/2020,12:00:00,yes,02/11/2020,12:46:00,Topic 32,yes,Twitter,EI expert 2,12:20:00,02/11/2020 12:00,02/11/2020 12:46
04/11/2020,08:40:00,yes,04/11/2020,09:08:00,Topic 32,yes,Twitter,EI expert 2,09:00:00,04/11/2020 08:40,04/11/2020 09:08
12/11/2020,09:30:00,yes,12/11/2020,10:12:00,Topic 32,yes,Twitter,EI expert 2,10:05:00,12/11/2020 09:30,12/11/2020 10:12
04/11/2020,08:20:00,yes,04/11/2020,09:12:00,Topic 33,yes,Twitter,EI expert 2,09:00:00,04/11/2020 08:20,04/11/2020 09:12
09/11/2020,05:00:00,no,09/11/2020,16:04:00,Topic 34,yes,epitweetr,EI expert 2,16:00:00,09/11/2020 05:00,09/11/2020 16:04
11/11/2020,23:00:00,no,12/11/2020,09:05:00,Topic 34,yes,epitweetr,EI expert 2,09:00:00,11/11/2020 23:00,12/11/2020 09:05
29/10/2020,14:06:00,yes,29/10/2020,14:47:00,Topic 35,yes,Twitter,EI expert 1,14:45:00,29/10/2020 14:06,29/10/2020 14:47
25/11/2020,17:15:00,yes,25/11/2020,17:38:00,Topic 36,yes,Twitter,EI expert 1,17:30:00,25/11/2020 17:15,25/11/2020 17:38
10/11/2020,12:00:00,no,10/11/2020,16:05:00,Topic 37,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:05
10/11/2020,12:00:00,no,10/11/2020,16:05:00,Topic 37,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:05
10/11/2020,12:00:00,no,10/11/2020,16:05:00,Topic 37,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:05
10/11/2020,12:00:00,no,10/11/2020,16:05:00,Topic 37,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:05
21/10/2020,14:00:00,no,22/10/2020,10:01:00,Topic 38,yes,epitweetr,EI expert 1,09:30:00,21/10/2020 14:00,22/10/2020 10:01
21/10/2020,14:00:00,no,22/10/2020,10:01:00,Topic 38,yes,epitweetr,EI expert 1,09:30:00,21/10/2020 14:00,22/10/2020 10:01
21/10/2020,14:00:00,no,22/10/2020,10:01:00,Topic 38,yes,epitweetr,EI expert 1,09:30:00,21/10/2020 14:00,22/10/2020 10:01
19/11/2020,23:00:00,yes,20/11/2020,09:07:00,Topic 39,yes,epitweetr,EI expert 2,09:00:00,19/11/2020 23:00,20/11/2020 09:07
20/11/2020,08:49:00,yes,20/11/2020,09:39:00,Topic 39,yes,Twitter,EI expert 2,09:25:00,20/11/2020 08:49,20/11/2020 09:39
21/10/2020,08:33:00,yes,21/10/2020,10:25:00,Topic 40,yes,Twitter,EI expert 1,10:00:00,21/10/2020 08:33,21/10/2020 10:25
02/11/2020,10:32:00,yes,02/11/2020,12:50:00,Topic 40,yes,Twitter,EI expert 2,12:20:00,02/11/2020 10:32,02/11/2020 12:50
10/11/2020,09:28:00,yes,10/11/2020,09:58:00,Topic 40,yes,Twitter,EI expert 2,09:48:00,10/11/2020 09:28,10/11/2020 09:58
09/11/2020,08:50:00,yes,09/11/2020,09:00:00,Topic 41a,yes,Twitter,EI expert 2,08:55:00,09/11/2020 08:50,09/11/2020 09:00
10/11/2020,09:35:00,yes,10/11/2020,09:52:00,Topic 41a,yes,Twitter,EI expert 2,09:48:00,10/11/2020 09:35,10/11/2020 09:52
19/11/2020,14:37:00,yes,19/11/2020,16:18:00,Topic 41b,yes,Twitter,EI expert 2,16:10:00,19/11/2020 14:37,19/11/2020 16:18
19/11/2020,16:00:00,yes,20/11/2020,09:04:00,Topic 41b,yes,epitweetr,EI expert 2,09:00:00,19/11/2020 16:00,20/11/2020 09:04
19/11/2020,23:00:00,yes,20/11/2020,09:10:00,Topic 41b,yes,epitweetr,EI expert 2,09:00:00,19/11/2020 23:00,20/11/2020 09:10
18/10/2020,20:00:00,no,19/10/2020,10:56:00,Topic 42a,yes,epitweetr,EI expert 1,10:50:00,18/10/2020 20:00,19/10/2020 10:56
19/10/2020,14:55:00,yes,19/10/2020,15:37:00,Topic 42a,yes,Twitter,EI expert 1,15:30:00,19/10/2020 14:55,19/10/2020 15:37
20/10/2020,14:12:00,yes,20/10/2020,14:47:00,Topic 42a,yes,Twitter,EI expert 1,14:45:00,20/10/2020 14:12,20/10/2020 14:47
20/10/2020,14:25:00,yes,20/10/2020,14:58:00,Topic 42a,yes,Twitter,EI expert 1,14:45:00,20/10/2020 14:25,20/10/2020 14:58
