Sig_day,Sig_time,Validated,Val_day,Val_time,Label,is_covid,Method,Person,Start_time,sig_day_time,val_day_time
21/10/2020,09:50:00,yes,21/10/2020,10:08:00,Topic 42a,yes,Twitter,EI expert 1,10:00:00,21/10/2020 09:50,21/10/2020 10:08
21/10/2020,14:55:00,yes,21/10/2020,15:01:00,Topic 42a,yes,Twitter,EI expert 1,15:00:00,21/10/2020 14:55,21/10/2020 15:01
21/10/2020,21:14:00,yes,22/10/2020,15:26:00,Topic 42a,yes,Twitter,EI expert 1,15:20:00,21/10/2020 21:14,22/10/2020 15:26
22/10/2020,09:00:00,yes,22/10/2020,09:33:00,Topic 42a,yes,Twitter,EI expert 1,09:30:00,22/10/2020 09:00,22/10/2020 09:33
22/10/2020,08:15:00,yes,22/10/2020,09:44:00,Topic 42a,yes,Twitter,EI expert 1,09:30:00,22/10/2020 08:15,22/10/2020 09:44
22/10/2020,20:00:00,yes,22/10/2020,09:00:00,Topic 42a,yes,epitweetr,EI expert 1,08:55:00,22/10/2020 20:00,22/10/2020 09:00
23/10/2020,07:25:00,yes,23/10/2020,09:47:00,Topic 42a,yes,Twitter,EI expert 1,09:30:00,23/10/2020 07:25,23/10/2020 09:47
26/10/2020,12:20:00,yes,26/10/2020,15:01:00,Topic 42a,yes,Twitter,EI expert 1,14:45:00,26/10/2020 12:20,26/10/2020 15:01
27/10/2020,07:00:00,yes,27/10/2020,09:17:00,Topic 42a,yes,Twitter,EI expert 1,09:00:00,27/10/2020 07:00,27/10/2020 09:17
27/10/2020,14:00:00,yes,27/10/2020,15:23:00,Topic 42a,yes,Twitter,EI expert 1,15:15:00,27/10/2020 14:00,27/10/2020 15:23
05/11/2020,10:56:00,yes,05/11/2020,11:39:00,Topic 42a,yes,Twitter,EI expert 2,11:30:00,05/11/2020 10:56,05/11/2020 11:39
05/11/2020,11:13:00,yes,05/11/2020,11:39:00,Topic 42a,yes,Twitter,EI expert 2,11:30:00,05/11/2020 11:13,05/11/2020 11:39
05/11/2020,15:00:00,yes,06/11/2020,09:03:00,Topic 42a,yes,epitweetr,EI expert 2,09:00:00,05/11/2020 15:00,06/11/2020 09:03
05/11/2020,20:00:00,yes,06/11/2020,09:03:00,Topic 42a,yes,epitweetr,EI expert 2,09:00:00,05/11/2020 20:00,06/11/2020 09:03
13/11/2020,16:45:00,yes,13/11/2020,15:24:00,Topic 42a,yes,Twitter,EI expert 2,17:14:00,13/11/2020 16:45,13/11/2020 15:24
25/11/2020,08:30:00,yes,25/11/2020,09:42:00,Topic 42a,yes,Twitter,EI expert 1,09:30:00,25/11/2020 08:30,25/11/2020 09:42
04/11/2020,08:41:00,yes,04/11/2020,09:03:00,Topic 42b,yes,Twitter,EI expert 2,09:00:00,04/11/2020 08:41,04/11/2020 09:03
10/11/2020,09:25:00,yes,10/11/2020,09:59:00,Topic 42b,yes,Twitter,EI expert 2,09:48:00,10/11/2020 09:25,10/11/2020 09:59
10/11/2020,08:59:00,yes,10/11/2020,10:03:00,Topic 42b,yes,Twitter,EI expert 2,09:48:00,10/11/2020 08:59,10/11/2020 10:03
16/11/2020,09:00:00,yes,16/11/2020,09:07:00,Topic 42b,yes,Twitter,EI expert 2,09:05:00,16/11/2020 09:00,16/11/2020 09:07
19/11/2020,00:05:00,yes,19/11/2020,10:05:00,Topic 42b,yes,Twitter,EI expert 2,10:00:00,19/11/2020 00:05,19/11/2020 10:05
02/11/2020,12:16:00,yes,02/11/2020,12:27:00,Topic 42c,yes,Twitter,EI expert 2,12:20:00,02/11/2020 12:16,02/11/2020 12:27
16/11/2020,14:29:00,yes,16/11/2020,15:15:00,Topic 42d,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:29,16/11/2020 15:15
16/11/2020,14:44:00,yes,16/11/2020,15:17:00,Topic 42d,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:44,16/11/2020 15:17
16/11/2020,14:34:00,yes,16/11/2020,15:18:00,Topic 42d,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:34,16/11/2020 15:18
16/11/2020,14:34:00,yes,16/11/2020,15:19:00,Topic 42d,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:34,16/11/2020 15:19
16/11/2020,14:30:00,yes,16/11/2020,15:22:00,Topic 42d,yes,Twitter,EI expert 2,15:15:00,16/11/2020 14:30,16/11/2020 15:22
16/11/2020,13:57:00,yes,16/11/2020,15:24:00,Topic 42d,yes,Twitter,EI expert 2,15:15:00,16/11/2020 13:57,16/11/2020 15:24
16/11/2020,18:00:00,yes,17/11/2020,09:02:00,Topic 42d,yes,epitweetr,EI expert 2,09:00:00,16/11/2020 18:00,17/11/2020 09:02
17/11/2020,12:00:00,yes,17/11/2020,16:01:00,Topic 42d,yes,epitweetr,EI expert 2,16:00:00,17/11/2020 12:00,17/11/2020 16:01
17/11/2020,16:30:00,yes,17/11/2020,16:50:00,Topic 42d,yes,Twitter,EI expert 2,16:40:00,17/11/2020 16:30,17/11/2020 16:50
18/11/2020,15:50:00,yes,18/11/2020,16:00:00,Topic 42d,yes,Twitter,EI expert 2,16:00:00,18/11/2020 15:50,18/11/2020 16:00
03/11/2020,17:27:00,yes,03/11/2020,17:59:00,Topic 42e,yes,Twitter,EI expert 2,17:40:00,03/11/2020 17:27,03/11/2020 17:59
24/11/2020,15:20:00,yes,24/11/2020,16:30:00,Topic 42e,yes,Twitter,EI expert 2,16:15:00,24/11/2020 15:20,24/11/2020 16:30
19/11/2020,09:00:00,yes,19/11/2020,10:08:00,Topic 42f,yes,Twitter,EI expert 2,10:00:00,19/11/2020 09:00,19/11/2020 10:08
23/11/2020,09:20:00,yes,23/11/2020,09:20:00,Topic 42f,yes,Twitter,EI expert 2,09:15:00,23/11/2020 09:20,23/11/2020 09:20
23/11/2020,09:20:00,yes,23/11/2020,09:23:00,Topic 42f,yes,Twitter,EI expert 2,09:15:00,23/11/2020 09:20,23/11/2020 09:23
23/11/2020,09:20:00,yes,23/11/2020,09:24:00,Topic 42f,yes,Twitter,EI expert 2,09:15:00,23/11/2020 09:20,23/11/2020 09:24
23/11/2020,14:35:00,yes,23/11/2020,14:50:00,Topic 42f,yes,Twitter,EI expert 2,14:45:00,23/11/2020 14:35,23/11/2020 14:50
23/11/2020,14:20:00,yes,23/11/2020,14:51:00,Topic 42f,yes,Twitter,EI expert 2,14:45:00,23/11/2020 14:20,23/11/2020 14:51
23/11/2020,14:20:00,yes,23/11/2020,14:52:00,Topic 42f,yes,Twitter,EI expert 2,14:45:00,23/11/2020 14:20,23/11/2020 14:52
23/11/2020,14:15:00,yes,23/11/2020,14:56:00,Topic 42f,yes,Twitter,EI expert 2,14:45:00,23/11/2020 14:15,23/11/2020 14:56
26/11/2020,10:02:00,yes,26/11/2020,10:15:00,Topic 42f,yes,Twitter,EI expert 1,10:10:00,26/11/2020 10:02,26/11/2020 10:15
27/11/2020,08:45:00,yes,27/11/2020,09:47:00,Topic 42f,yes,Twitter,EI expert 1,09:30:00,27/11/2020 08:45,27/11/2020 09:47
26/11/2020,16:20:00,yes,26/11/2929,17:28:00,Topic 42f,yes,Twitter,EI expert 1,17:10:00,26/11/2020 16:20,26/11/2929 17:28
09/11/2020,23:00:00,yes,10/11/2020,08:45:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 23:00,10/11/2020 08:45
09/11/2020,23:00:00,yes,10/11/2020,08:45:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 23:00,10/11/2020 08:45
09/11/2020,18:00:00,yes,10/11/2020,08:45:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 18:00,10/11/2020 08:45
09/11/2020,15:00:00,yes,10/11/2020,08:45:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 15:00,10/11/2020 08:45
09/11/2020,18:00:00,yes,10/11/2020,08:50:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 18:00,10/11/2020 08:50
09/11/2020,18:00:00,yes,10/11/2020,08:50:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 18:00,10/11/2020 08:50
09/11/2020,23:00:00,yes,10/11/2020,08:50:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 23:00,10/11/2020 08:50
09/11/2020,18:00:00,yes,10/11/2020,08:50:00,Topic 42g,yes,epitweetr,EI expert 2,08:44:00,09/11/2020 18:00,10/11/2020 08:50
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,12:00:00,yes,10/11/2020,16:00:00,Topic 42g,yes,epitweetr,EI expert 2,16:00:00,10/11/2020 12:00,10/11/2020 16:00
10/11/2020,15:05:00,yes,10/11/2020,15:44:00,Topic 42g,yes,Twitter,EI expert 2,15:35:00,10/11/2020 15:05,10/11/2020 15:44
18/11/2020,13:10:00,yes,18/11/2020,16:04:00,Topic 42g,yes,Twitter,EI expert 2,16:00:00,18/11/2020 13:10,18/11/2020 16:04
20/11/2020,09:01:00,yes,20/11/2020,09:36:00,Topic 42g,yes,Twitter,EI expert 2,09:25:00,20/11/2020 09:01,20/11/2020 09:36
20/11/2020,14:17:00,yes,20/11/2020,14:45:00,Topic 42g,yes,Twitter,EI expert 2,14:40:00,20/11/2020 14:17,20/11/2020 14:45
24/11/2020,16:00:00,yes,25/11/2020,09:52:00,Topic 42g,yes,epitweetr,EI expert 1,09:50:00,24/11/2020 16:00,25/11/2020 09:52
25/11/2020,16:33:00,yes,26/11/2020,10:31:00,Topic 42g,yes,Twitter,EI expert 1,10:10:00,25/11/2020 16:33,26/11/2020 10:31
12/11/2020,15:32:00,yes,12/11/2020,10:50:00,Topic 42h,yes,Twitter,EI expert 2,15:44:00,12/11/2020 15:32,12/11/2020 10:50
27/11/2020,08:31:00,yes,27/11/2020,09:35:00,Topic 42h,yes,Twitter,EI expert 1,09:30:00,27/11/2020 08:31,27/11/2020 09:35
27/11/2020,08:45:00,yes,27/11/2020,09:38:00,Topic 42h,yes,Twitter,EI expert 1,09:30:00,27/11/2020 08:45,27/11/2020 09:38
24/11/2020,16:00:00,yes,25/11/2020,10:00:00,Topic 42i,yes,epitweetr,EI expert 1,09:50:00,24/11/2020 16:00,25/11/2020 10:00
05/11/2020,09:05:00,yes,05/11/2020,09:10:00,Topic 42j,yes,Twitter,EI expert 2,09:05:00,05/11/2020 09:05,05/11/2020 09:10
26/11/2020,17:01:00,yes,26/11/2020,17:10:00,Topic 42k,yes,Twitter,EI expert 1,17:10:00,26/11/2020 17:01,26/11/2020 17:10
20/10/2020,04:00:00,yes,20/10/2020,09:30:00,Topic 43,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:30
20/10/2020,04:00:00,yes,20/10/2020,09:30:00,Topic 43,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:30
20/10/2020,04:00:00,yes,20/10/2020,09:30:00,Topic 43,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:30
20/10/2020,04:00:00,yes,20/10/2020,09:30:00,Topic 43,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:30
04/11/2020,12:00:00,no,05/11/2020,09:06:00,Topic 44,no,epitweetr,EI expert 2,08:55:00,04/11/2020 12:00,05/11/2020 09:06
23/11/2020,02:00:00,no,23/11/2020,09:32:00,Topic 44,no,epitweetr,EI expert 2,09:28:00,23/11/2020 02:00,23/11/2020 09:32
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,03:00:00,yes,28/10/2020,09:04:00,Topic 45,no,epitweetr,EI expert 1,09:00:00,28/10/2020 03:00,28/10/2020 09:04
28/10/2020,04:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 04:00,28/10/2020 15:03
28/10/2020,04:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 04:00,28/10/2020 15:03
28/10/2020,04:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 04:00,28/10/2020 15:03
28/10/2020,04:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 04:00,28/10/2020 15:03
28/10/2020,12:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 15:03
28/10/2020,09:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 09:00,28/10/2020 15:03
28/10/2020,12:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 15:03
28/10/2020,04:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 04:00,28/10/2020 15:03
28/10/2020,04:00:00,yes,28/10/2020,15:03:00,Topic 45,no,epitweetr,EI expert 1,14:50:00,28/10/2020 04:00,28/10/2020 15:03
29/10/2020,03:00:00,yes,29/10/2020,08:35:00,Topic 45,no,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:35
29/10/2020,03:00:00,yes,29/10/2020,08:35:00,Topic 45,no,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:35
29/10/2020,03:00:00,yes,29/10/2020,08:35:00,Topic 45,no,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:35
29/10/2020,03:00:00,yes,29/10/2020,08:35:00,Topic 45,no,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:35
29/10/2020,03:00:00,yes,29/10/2020,08:35:00,Topic 45,no,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:35
29/10/2020,03:00:00,yes,29/10/2020,08:35:00,Topic 45,no,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:35
29/10/2020,03:00:00,yes,29/10/2020,08:35:00,Topic 45,no,epitweetr,EI expert 1,08:30:00,29/10/2020 03:00,29/10/2020 08:35
29/10/2020,12:00:00,yes,29/10/2020,15:46:00,Topic 45,no,epitweetr,EI expert 1,15:40:00,29/10/2020 12:00,29/10/2020 15:46
29/10/2020,12:00:00,yes,29/10/2020,15:46:00,Topic 45,no,epitweetr,EI expert 1,15:40:00,29/10/2020 12:00,29/10/2020 15:46
29/10/2020,12:00:00,yes,29/10/2020,15:46:00,Topic 45,no,epitweetr,EI expert 1,15:40:00,29/10/2020 12:00,29/10/2020 15:46
29/10/2020,06:00:00,yes,29/10/2020,15:46:00,Topic 45,no,epitweetr,EI expert 1,15:40:00,29/10/2020 06:00,29/10/2020 15:46
30/10/2020,17:05:00,yes,30/10/2020,17:10:00,Topic 45,no,Twitter,EI expert 1,17:10:00,30/10/2020 17:05,30/10/2020 17:10
30/10/2020,04:00:00,yes,30/10/2020,16:21:00,Topic 45,no,epitweetr,EI expert 1,16:20:00,30/10/2020 04:00,30/10/2020 16:21
02/11/2020,17:00:00,yes,02/11/2020,12:15:00,Topic 45,no,epitweetr,EI expert 2,12:00:00,02/11/2020 17:00,02/11/2020 12:15
04/11/2020,23:00:00,yes,05/11/2020,09:13:00,Topic 45,no,epitweetr,EI expert 2,08:55:00,04/11/2020 23:00,05/11/2020 09:13
05/11/2020,12:00:00,yes,06/11/2020,09:01:00,Topic 45,no,epitweetr,EI expert 2,09:00:00,05/11/2020 12:00,06/11/2020 09:01
05/11/2020,12:00:00,yes,06/11/2020,09:01:00,Topic 45,no,epitweetr,EI expert 2,09:00:00,05/11/2020 12:00,06/11/2020 09:01
05/11/2020,20:00:00,yes,06/11/2020,09:01:00,Topic 45,no,epitweetr,EI expert 2,09:00:00,05/11/2020 20:00,06/11/2020 09:01
05/11/2020,12:00:00,yes,06/11/2020,09:01:00,Topic 45,no,epitweetr,EI expert 2,09:00:00,05/11/2020 12:00,06/11/2020 09:01
05/11/2020,12:00:00,yes,06/11/2020,09:01:00,Topic 45,no,epitweetr,EI expert 2,09:00:00,05/11/2020 12:00,06/11/2020 09:01
19/11/2020,23:00:00,yes,20/11/2020,09:13:00,Topic 46,no,epitweetr,EI expert 2,09:00:00,19/11/2020 23:00,20/11/2020 09:13
30/10/2020,16:41:00,yes,30/10/2020,17:13:00,Topic 47,no,Twitter,EI expert 1,17:10:00,30/10/2020 16:41,30/10/2020 17:13
02/11/2020,16:20:00,yes,02/11/2020,17:17:00,Topic 47,no,Twitter,EI expert 2,16:45:00,02/11/2020 16:20,02/11/2020 17:17
03/11/2020,10:07:00,yes,03/11/2020,10:10:00,Topic 47,no,Twitter,EI expert 2,09:45:00,03/11/2020 10:07,03/11/2020 10:10
19/10/2020,15:04:00,yes,19/10/2020,15:35:00,Topic 48a,no,Twitter,EI expert 1,15:30:00,19/10/2020 15:04,19/10/2020 15:35
21/10/2020,00:00:00,no,21/10/2020,09:37:00,Topic 48a,no,epitweetr,EI expert 1,09:30:00,21/10/2020 00:00,21/10/2020 09:37
21/10/2020,09:34:00,yes,21/10/2020,10:18:00,Topic 48a,no,Twitter,EI expert 1,10:00:00,21/10/2020 09:34,21/10/2020 10:18
26/11/2020,03:00:00,no,26/11/2020,09:05:00,Topic 48b,no,epitweetr,EI expert 1,09:00:00,26/11/2020 03:00,26/11/2020 09:05
05/11/2020,12:00:00,no,06/11/2020,09:09:00,Topic 48c,no,epitweetr,EI expert 2,09:00:00,05/11/2020 12:00,06/11/2020 09:09
19/10/2020,04:00:00,no,19/10/2020,15:45:00,Topic 48d,no,epitweetr,EI expert 1,15:45:00,19/10/2020 04:00,19/10/2020 15:45
19/10/2020,10:00:00,no,19/10/2020,15:45:00,Topic 48d,no,epitweetr,EI expert 1,15:45:00,19/10/2020 10:00,19/10/2020 15:45
19/10/2020,10:00:00,no,19/10/2020,15:45:00,Topic 48d,no,epitweetr,EI expert 1,15:45:00,19/10/2020 10:00,19/10/2020 15:45
19/10/2020,11:00:00,no,19/10/2020,15:45:00,Topic 48d,no,epitweetr,EI expert 1,15:45:00,19/10/2020 11:00,19/10/2020 15:45
19/10/2020,11:00:00,no,19/10/2020,15:45:00,Topic 48d,no,epitweetr,EI expert 1,15:45:00,19/10/2020 11:00,19/10/2020 15:45
02/11/2020,12:00:00,yes,02/11/2020,16:24:00,Topic 48d,no,epitweetr,EI expert 2,16:20:00,02/11/2020 12:00,02/11/2020 16:24
02/11/2020,12:00:00,yes,02/11/2020,16:24:00,Topic 48d,no,epitweetr,EI expert 2,16:20:00,02/11/2020 12:00,02/11/2020 16:24
02/11/2020,12:00:00,yes,02/11/2020,16:24:00,Topic 48d,no,epitweetr,EI expert 2,16:20:00,02/11/2020 12:00,02/11/2020 16:24
02/11/2020,12:00:00,yes,02/11/2020,16:24:00,Topic 48d,no,epitweetr,EI expert 2,16:20:00,02/11/2020 12:00,02/11/2020 16:24
03/11/2020,15:00:00,no,03/11/2020,10:33:00,Topic 48d,no,epitweetr,EI expert 2,10:30:00,03/11/2020 15:00,03/11/2020 10:33
18/11/2020,15:47:00,yes,18/11/2020,16:02:00,Topic 48e,no,Twitter,EI expert 2,16:00:00,18/11/2020 15:47,18/11/2020 16:02
18/11/2020,15:40:00,yes,18/11/2020,16:02:00,Topic 48e,no,Twitter,EI expert 2,16:00:00,18/11/2020 15:40,18/11/2020 16:02
18/11/2020,12:00:00,yes,18/11/2020,16:34:00,Topic 48e,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:34
18/11/2020,12:00:00,yes,18/11/2020,16:34:00,Topic 48e,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:34
18/11/2020,12:00:00,yes,18/11/2020,16:34:00,Topic 48e,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:34
18/11/2020,12:00:00,yes,18/11/2020,16:34:00,Topic 48e,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:34
18/11/2020,12:00:00,yes,18/11/2020,16:34:00,Topic 48e,no,epitweetr,EI expert 2,16:30:00,18/11/2020 12:00,18/11/2020 16:34
19/11/2020,09:37:00,yes,19/11/2020,10:02:00,Topic 48e,no,Twitter,EI expert 2,10:00:00,19/11/2020 09:37,19/11/2020 10:02
19/11/2020,02:00:00,yes,19/11/2020,09:04:00,Topic 48e,no,epitweetr,EI expert 2,09:00:00,19/11/2020 02:00,19/11/2020 09:04
19/11/2020,02:00:00,yes,19/11/2020,09:04:00,Topic 48e,no,epitweetr,EI expert 2,09:00:00,19/11/2020 02:00,19/11/2020 09:04
19/11/2020,11:00:00,yes,19/11/2020,16:03:00,Topic 48e,no,epitweetr,EI expert 2,16:00:00,19/11/2020 11:00,19/11/2020 16:03
19/11/2020,11:00:00,yes,19/11/2020,16:03:00,Topic 48e,no,epitweetr,EI expert 2,16:00:00,19/11/2020 11:00,19/11/2020 16:03
19/11/2020,11:00:00,yes,19/11/2020,16:03:00,Topic 48e,no,epitweetr,EI expert 2,16:00:00,19/11/2020 11:00,19/11/2020 16:03
20/10/2020,17:00:00,yes,21/10/2020,09:44:00,Topic 48f,no,epitweetr,EI expert 1,09:30:00,20/10/2020 17:00,21/10/2020 09:44
26/10/2020,03:00:00,no,26/10/2020,10:08:00,Topic 49,no,epitweetr,EI expert 1,10:00:00,26/10/2020 03:00,26/10/2020 10:08
04/11/2020,13:57 (Nov3),yes,04/11/2020,17:12:00,Topic 4a,no,Twitter,EI expert 2,17:00:00,04/11/2020 13:57 (Nov3),04/11/2020 17:12
19/11/2020,15:44:00,yes,19/11/2020,16:20:00,Topic 4a,no,Twitter,EI expert 2,16:10:00,19/11/2020 15:44,19/11/2020 16:20
20/11/2020,14:13:00,yes,20/11/2020,14:48:00,Topic 4a,no,Twitter,EI expert 2,14:40:00,20/11/2020 14:13,20/11/2020 14:48
